name,date,tech_self_score,strengths,weaknesses,self_development,geo_flex,financial_support_self,result,course_interest
Linc Ridgway,17/07/2019,{'SPSS': 1},"['Independent', 'Altruism']",['Impulsive'],Yes,No,Yes,Fail,Engineering
Darcy Handrahan,09/07/2019,"{'C#': 4, 'Java': 4, 'C++': 3, 'JavaScript': 2}","['Competitive', 'Rational']","['Indecisive', 'Chatty']",Yes,Yes,No,Fail,Data
Towny Povall,31/07/2019,"{'Python': 3, 'Java': 2, 'R': 2, 'SPSS': 7, 'C++': 2, 'JavaScript': 3}","['Altruism', 'Charisma']",['Slow'],Yes,No,Yes,Fail,Data
Beauregard Hould,30/07/2019,{'Python': 7},['Consistent'],"['Indifferent', 'Sensitive']",Yes,Yes,Yes,Pass,Data
Joletta Kalinowsky,31/07/2019,"{'Java': 4, 'Ruby': 2, 'PHP': 3, 'JavaScript': 4}",['Ambitious'],['Anxious'],Yes,Yes,Yes,Pass,Business
Lock Ellerker,04/07/2019,"{'C#': 6, 'Java': 2, 'SPSS': 2, 'JavaScript': 7}","['Problem Solving', 'Listening']","['Procrastination', 'Impatient']",No,Yes,No,Fail,Data
Freddie Samber,10/07/2019,"{'C#': 1, 'Java': 2, 'R': 3, 'SPSS': 3, 'JavaScript': 2}","['Ambitious', 'Patient']","['Conventional', 'Overbearing']",Yes,Yes,Yes,Pass,Data
Arlette Pickles,11//07/2019,"{'Java': 3, 'JavaScript': 4}",['Listening'],"['Chaotic', 'Impatient', 'Indecisive']",Yes,Yes,No,Fail,Data
Simonette Mawson,31/07/2019,"{'Python': 1, 'Ruby': 2, 'PHP': 3, 'C++': 2}",['Composure'],['Impatient'],Yes,Yes,Yes,Pass,Data
Micheal Di Matteo,30/07/2019,"{'R': 2, 'SPSS': 5, 'JavaScript': 1}","['Problem Solving', 'Empathy', 'Altruism']","['Competitive', 'Slow']",Yes,Yes,Yes,Pass,Data
Madeleine Brunicke,11/07/2019,"{'Python': 6, 'Java': 8, 'Ruby': 2, 'R': 2, 'SPSS': 3, 'C++': 3}",['Organisation'],"['Undisciplined', 'Chatty', 'Competitive']",Yes,Yes,No,Fail,Data
Ashby Capener,18/07/2019,"{'Python': 2, 'Java': 5, 'R': 3, 'C++': 1}",['Independent'],['Impulsive'],Yes,Yes,Yes,Fail,Business
Rachele Bracknell,18/07/2019,,"['Perfectionism', 'Independent']","['Indifferent', 'Procrastination']",Yes,Yes,Yes,Pass,Data
Portia Farfalameev,16/07/2019,"{'Python': 1, 'Java': 3, 'Ruby': 1, 'C++': 5, 'JavaScript': 1}",['Competitive'],"['Introverted', 'Undisciplined', 'Impatient']",Yes,Yes,Yes,Pass,Business
Grant Kilban,10/07/2019,"{'Python': 4, 'C#': 3, 'Java': 5, 'SPSS': 5, 'PHP': 2, 'C++': 3}","['Passionate', 'Ambitious']",['Conventional'],Yes,Yes,No,Fail,Business
Sinclair Bonder,11/07/2019,"{'C#': 2, 'R': 1, 'SPSS': 3}",['Perfectionism'],['Anxious'],Yes,Yes,Yes,Pass,Engineering
Harmonia Winspare,04/07/2019,"{'C#': 3, 'R': 4, 'SPSS': 2, 'JavaScript': 1}",['Problem Solving'],['Undisciplined'],Yes,Yes,Yes,Pass,Engineering
Milly Ison,31/07/2019,"{'Python': 4, 'Ruby': 1}","['Composure', 'Empathy']","['Immature', 'Slow']",Yes,Yes,Yes,Pass,Engineering
Evvy Allcock,25/07/2019,"{'Python': 3, 'C#': 2, 'Ruby': 3, 'R': 5, 'JavaScript': 2}","['Versatile', 'Perfectionism']",['Slow'],Yes,Yes,Yes,Pass,Engineering
Con Haxley,31/07/2019,"{'Python': 3, 'C#': 4, 'Java': 2, 'PHP': 2, 'C++': 3}","['Determined', 'Problem Solving']","['Controlling', 'Immature', 'Perfectionist']",Yes,Yes,Yes,Pass,Data
Bryanty Greenacre,31/07/2019,"{'Python': 3, 'Java': 1}",['Perfectionism'],['Procrastination'],Yes,Yes,Yes,Pass,Business
Vivianne Shills,31/07/2019,"{'C#': 5, 'Java': 5, 'R': 4, 'JavaScript': 1}","['Problem Solving', 'Organisation']",['Indifferent'],Yes,Yes,Yes,Pass,Data
Renado Bulfoot,31/07/2019,"{'Ruby': 2, 'R': 3, 'PHP': 2}",['Efficient'],['Perfectionist'],Yes,No,Yes,Fail,Engineering
Sinclair Breissan,12/07/2019,"{'C#': 1, 'Java': 1, 'Ruby': 1, 'R': 1, 'SPSS': 3, 'PHP': 1, 'JavaScript': 5}","['Independent', 'Efficient']",['Anxious'],No,Yes,Yes,Fail,Engineering
Conn Dobson,18/07/2019,"{'Java': 5, 'R': 5}",['Courteous'],"['Procrastination', 'Impulsive']",Yes,Yes,No,Fail,Business
Nicolle Radford,04/07/2019,"{'Python': 2, 'Ruby': 3, 'C++': 4, 'JavaScript': 5}","['Versatile', 'Charisma']",['Intolerant'],Yes,Yes,Yes,Pass,Business
Marquita Forrington,20/07/2019,"{'C#': 1, 'Ruby': 1}","['Organisation', 'Independent', 'Altruism']","['Stubborn', 'Controlling']",Yes,Yes,Yes,Pass,Data
Ingaborg Pitblado,18/07/2019,"{'C#': 2, 'Ruby': 6, 'R': 5, 'SPSS': 7, 'PHP': 1}",['Ambitious'],"['Chatty', 'Anxious']",No,Yes,Yes,Fail,Business
Bethanne Este,06/07/2019,"{'Python': 2, 'Java': 4, 'SPSS': 6, 'JavaScript': 3}","['Patient', 'Innovative']","['Indifferent', 'Competitive']",Yes,No,Yes,Fail,Business
Ingelbert Clench,27/07/2019,"{'C#': 2, 'SPSS': 3, 'C++': 6}","['Critical Thinking', 'Creative', 'Courteous']","['Controlling', 'Overbearing']",Yes,Yes,Yes,Pass,Data
Aura Louche,04/07/2019,"{'Python': 2, 'R': 2, 'SPSS': 3, 'C++': 2}","['Determined', 'Creative', 'Rational']",['Indifferent'],Yes,Yes,Yes,Pass,Data
Cully Seward,05/07/2019,{'SPSS': 1},['Determined'],"['Undisciplined', 'Controlling', 'Critical']",Yes,No,Yes,Fail,Data
Lenna Daulby,13/07/2019,"{'Python': 3, 'C#': 2, 'Ruby': 3, 'C++': 5}",['Composure'],"['Anxious', 'Slow', 'Controlling']",Yes,Yes,Yes,Pass,Engineering
Billi Narraway,18/07/2019,"{'Python': 4, 'C#': 2, 'Java': 3, 'Ruby': 1}",['Independent'],"['Conventional', 'Selfish']",Yes,Yes,Yes,Fail,Engineering
Aurelea Leason,25/07/2019,"{'Java': 6, 'Ruby': 2, 'SPSS': 1, 'PHP': 1}","['Creative', 'Independent', 'Organisation']","['Intolerant', 'Competitive', 'Chatty']",Yes,Yes,Yes,Pass,Data
Lucius Buswell,04/07/2019,"{'Python': 5, 'Java': 2, 'SPSS': 2, 'PHP': 3}","['Perfectionism', 'Efficient', 'Creative']","['Anxious', 'Conventional', 'Intolerant']",Yes,Yes,Yes,Pass,Engineering
Esdras Pires,13/07/2019,"{'Python': 5, 'Ruby': 1, 'R': 2, 'SPSS': 3, 'C++': 6, 'JavaScript': 1}",['Competitive'],['Passive'],Yes,No,Yes,Fail,Data
Siouxie Rogan,11/07/2019,"{'Ruby': 5, 'PHP': 2}","['Organisation', 'Curious']",['Immature'],Yes,Yes,Yes,Pass,Engineering
Marchall Pocklington,25/07/2019,"{'C#': 3, 'R': 3, 'SPSS': 3, 'PHP': 2, 'C++': 3, 'JavaScript': 1}","['Composure', 'Competitive', 'Independent']","['Indecisive', 'Conventional', 'Distracted']",Yes,Yes,Yes,Fail,Engineering
Granthem Long,05/07/2019,"{'Python': 2, 'R': 2, 'PHP': 3, 'JavaScript': 2}",['Organisation'],"['Passive', 'Chaotic', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering
Charlean Balston,11/07/2019,"{'SPSS': 3, 'JavaScript': 3}","['Listening', 'Altruism', 'Competitive']",['Indecisive'],Yes,No,Yes,Fail,Data
Jimmie Durker,06/07/2019,"{'SPSS': 3, 'PHP': 1}","['Listening', 'Ambitious']",['Perfectionist'],Yes,Yes,Yes,Pass,Engineering
Jeanette Wankel,12/07/2019,"{'C#': 1, 'Ruby': 5, 'SPSS': 3, 'PHP': 3}",['Rational'],"['Introverted', 'Indifferent', 'Controlling']",Yes,Yes,Yes,Fail,Data
Giulietta Dissman,25/07/2019,"{'C#': 6, 'C++': 1, 'JavaScript': 1}","['Passionate', 'Creative']",['Chaotic'],Yes,Yes,No,Fail,Data
Joanna Thwaite,06/07/2019,{'Ruby': 2},"['Competitive', 'Collaboration', 'Problem Solving']","['Perfectionist', 'Impatient', 'Impulsive']",Yes,Yes,Yes,Pass,Business
Salim Edmundson,13/07/2019,"{'Python': 1, 'C#': 2, 'Java': 3, 'PHP': 1}","['Listening', 'Independent']",['Controlling'],Yes,No,Yes,Fail,Data
Jan Manilo,26/07/2019,"{'Python': 2, 'C#': 3, 'R': 4, 'JavaScript': 1}","['Competitive', 'Versatile', 'Determined']","['Chaotic', 'Overbearing']",Yes,Yes,Yes,Pass,Data
Suzette Glander,20/07/2019,"{'Java': 3, 'C++': 5}","['Empathy', 'Creative', 'Patient']",['Sensitive'],Yes,Yes,Yes,Pass,Engineering
Bambi See,04/07/2019,"{'Python': 2, 'C#': 1, 'Java': 2, 'JavaScript': 4}","['Composure', 'Consistent']","['Impatient', 'Undisciplined']",Yes,Yes,Yes,Pass,Business
Ainslee Paice,18/07/2019,"{'R': 1, 'SPSS': 8}","['Collaboration', 'Charisma', 'Curious']","['Critical', 'Indifferent']",Yes,Yes,Yes,Fail,Engineering
Fernanda Hendrich,06/07/2019,"{'SPSS': 2, 'PHP': 2, 'C++': 5, 'JavaScript': 4}","['Perfectionism', 'Courteous', 'Composure']","['Sensitive', 'Indifferent']",Yes,No,Yes,Fail,Engineering
Virge Insole,20/07/2019,"{'C#': 3, 'Java': 4, 'Ruby': 5, 'SPSS': 2, 'PHP': 5, 'JavaScript': 4}","['Reliable', 'Critical Thinking']",['Chaotic'],Yes,No,Yes,Fail,Engineering
Kathy Meeking,26/07/2019,"{'Python': 1, 'Java': 3}","['Curious', 'Versatile', 'Ambitious']","['Conventional', 'Intolerant', 'Sensitive']",Yes,Yes,Yes,Pass,Data
Lind Ferebee,25/07/2019,{'Python': 4},['Independent'],"['Passive', 'Distracted', 'Perfectionist']",Yes,Yes,Yes,Pass,Business
Aguie Morrad,27/07/2019,"{'Java': 3, 'Ruby': 3}","['Competitive', 'Rational', 'Reliable']",['Distracted'],Yes,Yes,Yes,Pass,Data
Vania Ingray,13/07/2019,{'C#': 1},['Courteous'],"['Distracted', 'Indifferent', 'Chaotic']",Yes,Yes,Yes,Pass,Business
Ola Robelet,19/07/2019,"{'Ruby': 1, 'R': 3, 'SPSS': 1}","['Ambitious', 'Rational', 'Consistent']","['Impatient', 'Overbearing', 'Procrastination']",Yes,Yes,No,Fail,Data
Leoline Stelli,19/07/2019,"{'Ruby': 3, 'R': 2}","['Determined', 'Patient']",['Impulsive'],Yes,No,Yes,Fail,Data
Malia Checcucci,25/07/2019,"{'Python': 5, 'Java': 4, 'R': 2, 'SPSS': 1, 'PHP': 3}","['Perfectionism', 'Versatile']","['Sensitive', 'Perfectionist', 'Distracted']",Yes,Yes,Yes,Pass,Business
Antoni Caney,11/07/2019,"{'Python': 1, 'Java': 2, 'Ruby': 4, 'SPSS': 2, 'C++': 2}",['Competitive'],"['Critical', 'Sensitive', 'Indifferent']",Yes,Yes,Yes,Pass,Business
Alanah Matfin,27/07/2019,"{'C#': 3, 'Java': 4, 'SPSS': 3, 'PHP': 2}",['Organisation'],"['Critical', 'Chaotic', 'Stubborn']",Yes,Yes,Yes,Pass,Business
Nickolaus Jeacocke,06/07/2019,"{'Java': 5, 'R': 3}",['Reliable'],"['Anxious', 'Undisciplined', 'Conventional']",Yes,Yes,Yes,Pass,Data
Briano Nissle,13/07/2019,"{'C#': 3, 'Java': 2, 'SPSS': 2, 'PHP': 1, 'C++': 3}",['Consistent'],['Controlling'],Yes,Yes,Yes,Pass,Business
Temple Plumridege,20/07/2019,{'SPSS': 3},['Composure'],"['Indifferent', 'Indecisive']",Yes,Yes,Yes,Pass,Business
Adeline Ordidge,19/07/2019,"{'Python': 4, 'C#': 4, 'R': 4, 'SPSS': 2, 'PHP': 1}","['Empathy', 'Rational', 'Reliable']",['Procrastination'],Yes,No,Yes,Fail,Data
Stanleigh Huson,19/07/2019,"{'Java': 1, 'C++': 3}","['Rational', 'Determined', 'Independent']","['Undisciplined', 'Impulsive', 'Chatty']",Yes,Yes,Yes,Pass,Engineering
Lyell Sandell,06/07/2019,"{'Python': 4, 'C#': 3, 'R': 4, 'C++': 1}",['Consistent'],"['Chaotic', 'Procrastination', 'Selfish']",Yes,Yes,Yes,Pass,Engineering
Putnem Ericsson,18/07/2019,"{'Python': 4, 'Java': 2, 'Ruby': 3, 'R': 1, 'PHP': 2, 'C++': 3}","['Versatile', 'Ambitious']","['Indecisive', 'Passive']",Yes,Yes,Yes,Fail,Engineering
Dodie Mcgowran,27/07/2019,"{'Python': 2, 'Java': 7, 'Ruby': 7, 'JavaScript': 1}","['Versatile', 'Critical Thinking']",['Slow'],Yes,Yes,Yes,Pass,Engineering
Freddie Ludlam,05/07/2019,"{'Python': 2, 'C#': 5, 'SPSS': 5, 'PHP': 2}",['Curious'],"['Impatient', 'Introverted']",Yes,No,Yes,Fail,Data
Fancie Coster,25/07/2019,"{'Python': 1, 'C#': 2, 'PHP': 3}","['Reliable', 'Ambitious', 'Curious']",['Impatient'],Yes,Yes,Yes,Pass,Business
Abran Odams,12/07/2019,"{'PHP': 4, 'C++': 5, 'JavaScript': 5}","['Perfectionism', 'Ambitious', 'Innovative']","['Intolerant', 'Anxious', 'Critical']",No,No,Yes,Fail,Engineering
Brod Blunden,18/07/2019,"{'Python': 2, 'C++': 2}",['Passionate'],"['Controlling', 'Impulsive']",Yes,Yes,Yes,Pass,Business
Shel Bolzen,25/07/2019,"{'Python': 1, 'Ruby': 2, 'R': 5}","['Empathy', 'Perfectionism', 'Consistent']","['Indecisive', 'Conventional', 'Slow']",Yes,Yes,Yes,Pass,Data
Matilda Mattiessen,25/07/2019,"{'C#': 5, 'SPSS': 1}","['Charisma', 'Independent', 'Patient']","['Perfectionist', 'Overbearing']",Yes,Yes,Yes,Pass,Data
Georgette Giacomo,18/07/2019,{'JavaScript': 1},"['Organisation', 'Charisma']","['Slow', 'Stubborn']",Yes,Yes,Yes,Pass,Engineering
Hanni Katt,20/07/2019,"{'Java': 2, 'R': 3, 'C++': 3}","['Perfectionism', 'Charisma']",['Controlling'],Yes,Yes,Yes,Pass,Business
Jeanne Brayne,12/07/2019,"{'Python': 3, 'C#': 5, 'Java': 9, 'R': 3, 'PHP': 2}","['Listening', 'Collaboration']",['Passive'],Yes,Yes,Yes,Pass,Business
Joana Frawley,04/07/2019,"{'Python': 3, 'R': 4, 'PHP': 4, 'C++': 2}",['Problem Solving'],['Indifferent'],Yes,Yes,Yes,Pass,Business
Kingston Comsty,06/07/2019,"{'C#': 2, 'Java': 2, 'SPSS': 2}","['Reliable', 'Problem Solving', 'Innovative']","['Impatient', 'Competitive', 'Stubborn']",Yes,Yes,Yes,Pass,Data
York Sygroves,18/07/2019,"{'Python': 4, 'Java': 2, 'PHP': 3, 'JavaScript': 3}",['Patient'],"['Critical', 'Competitive', 'Anxious']",Yes,No,Yes,Fail,Business
Camel Miguet,12/07/2019,{'C#': 4},['Critical Thinking'],"['Procrastination', 'Passive']",Yes,Yes,Yes,Pass,Business
Vina Fodden,20/07/2019,"{'Python': 1, 'Java': 4, 'Ruby': 2, 'PHP': 1}","['Consistent', 'Competitive']","['Immature', 'Controlling']",Yes,Yes,Yes,Fail,Engineering
Sawyere Paskell,05/07/2019,"{'C#': 3, 'Java': 3, 'R': 1, 'SPSS': 1, 'PHP': 3}","['Organisation', 'Problem Solving', 'Collaboration']","['Passive', 'Undisciplined', 'Immature']",Yes,Yes,Yes,Pass,Engineering
Zeb Tippings,12/07/2019,"{'R': 2, 'JavaScript': 3}","['Altruism', 'Competitive']","['Impatient', 'Anxious']",Yes,Yes,Yes,Pass,Engineering
Nil Iacovo,18/07/2019,"{'Java': 1, 'PHP': 2, 'C++': 2}","['Independent', 'Collaboration']","['Sensitive', 'Indecisive', 'Procrastination']",Yes,Yes,Yes,Fail,Business
Aurora Jimson,27/07/2019,"{'C#': 5, 'Ruby': 1, 'R': 1, 'JavaScript': 2}","['Versatile', 'Curious', 'Organisation']",['Distracted'],Yes,Yes,Yes,Pass,Engineering
Helena Swire,18/07/2019,"{'Python': 3, 'C++': 1, 'JavaScript': 2}","['Listening', 'Problem Solving']","['Chaotic', 'Indecisive']",Yes,Yes,Yes,Pass,Business
Francklin Warrington,25/07/2019,"{'Java': 6, 'Ruby': 4, 'C++': 3, 'JavaScript': 5}","['Altruism', 'Listening']","['Impulsive', 'Critical']",Yes,Yes,Yes,Pass,Data
Dorene Franschini,12/07/2019,"{'C#': 3, 'C++': 2}","['Creative', 'Determined', 'Altruism']","['Slow', 'Overbearing']",Yes,Yes,Yes,Pass,Data
Diana Webby,11/07/2019,"{'Java': 1, 'Ruby': 1, 'SPSS': 3, 'C++': 3}","['Courteous', 'Listening']","['Intolerant', 'Introverted']",No,Yes,Yes,Fail,Business
Ginevra Paice,18/07/2019,"{'Python': 2, 'R': 4, 'SPSS': 4, 'C++': 1}",['Independent'],"['Impatient', 'Selfish', 'Undisciplined']",Yes,No,Yes,Fail,Data
Chane Wetwood,18/07/2019,{'Java': 4},"['Rational', 'Reliable', 'Passionate']","['Impatient', 'Introverted', 'Undisciplined']",Yes,Yes,Yes,Pass,Engineering
Barbra Polleye,18/07/2019,"{'C#': 4, 'Ruby': 3}","['Perfectionism', 'Determined']","['Anxious', 'Slow', 'Distracted']",Yes,Yes,Yes,Pass,Business
Shelbi Waddingham,18/07/2019,"{'Ruby': 1, 'PHP': 5}",['Competitive'],"['Slow', 'Indecisive']",Yes,Yes,Yes,Pass,Engineering
Lenora Gannicott,19/07/2019,"{'Ruby': 1, 'C++': 1, 'JavaScript': 1}",['Organisation'],"['Perfectionist', 'Procrastination']",Yes,Yes,No,Fail,Engineering
Aindrea Normanvill,18/07/2019,"{'C#': 5, 'SPSS': 2, 'PHP': 1, 'C++': 5}","['Collaboration', 'Courteous', 'Versatile']","['Slow', 'Introverted']",Yes,Yes,Yes,Pass,Business
Annamaria Redhole,26/07/2019,"{'C#': 3, 'Ruby': 3, 'PHP': 4}","['Rational', 'Versatile', 'Charisma']","['Anxious', 'Chatty']",Yes,No,Yes,Fail,Engineering
Sarah Magor,20/07/2019,"{'C#': 2, 'R': 5, 'JavaScript': 2}",['Critical Thinking'],['Overbearing'],Yes,Yes,Yes,Pass,Engineering
Zacharie Bann,27/07/2019,"{'C#': 4, 'Ruby': 2, 'PHP': 1, 'JavaScript': 1}",['Problem Solving'],"['Intolerant', 'Controlling', 'Indifferent']",Yes,Yes,Yes,Pass,Data
Vernon Curl,04/07/2019,"{'Java': 2, 'SPSS': 2, 'PHP': 1, 'JavaScript': 2}","['Determined', 'Reliable', 'Creative']","['Overbearing', 'Undisciplined', 'Impatient']",Yes,Yes,Yes,Pass,Data
Savina Phythien,27/07/2019,"{'C#': 4, 'Java': 3, 'Ruby': 1, 'PHP': 4, 'JavaScript': 2}","['Collaboration', 'Competitive', 'Rational']","['Introverted', 'Impatient', 'Passive']",Yes,Yes,Yes,Pass,Data
Cleveland Vasyukhin,19/07/2019,"{'Python': 1, 'Java': 2, 'Ruby': 5, 'R': 2}","['Determined', 'Independent', 'Versatile']","['Conventional', 'Intolerant', 'Sensitive']",Yes,Yes,Yes,Pass,Data
Katherina Bowton,26/07/2019,"{'C#': 6, 'JavaScript': 1}",['Empathy'],['Overbearing'],Yes,No,Yes,Fail,Business
Giustina Catford,06/07/2019,"{'C#': 5, 'Java': 2}","['Patient', 'Listening']","['Impatient', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering
Fidel Norval,19/07/2019,{'SPSS': 4},"['Innovative', 'Determined']","['Selfish', 'Controlling', 'Introverted']",No,Yes,Yes,Fail,Engineering
Fidel Norval,19/07/2019,{'SPSS': 4},"['Innovative', 'Determined']","['Selfish', 'Controlling', 'Introverted']",No,Yes,Yes,Fail,Engineering
Kim Bester,26/07/2019,"{'Python': 4, 'C#': 3, 'Java': 3, 'Ruby': 1, 'R': 2, 'PHP': 1, 'C++': 4, 'JavaScript': 2}",['Empathy'],"['Stubborn', 'Chatty']",Yes,Yes,Yes,Fail,Engineering
Nomi Verne,05/07/2019,"{'Java': 1, 'SPSS': 3, 'C++': 2, 'JavaScript': 4}",['Ambitious'],"['Passive', 'Immature']",Yes,Yes,Yes,Pass,Data
Verla Di Antonio,05/07/2019,"{'C#': 1, 'Java': 1, 'Ruby': 1, 'SPSS': 6, 'C++': 7}","['Problem Solving', 'Composure', 'Collaboration']","['Sensitive', 'Undisciplined']",Yes,Yes,Yes,Pass,Business
Cherrita Allchorne,26/07/2019,"{'Java': 2, 'Ruby': 2, 'R': 6, 'PHP': 1}","['Problem Solving', 'Competitive', 'Rational']",['Intolerant'],No,Yes,Yes,Fail,Engineering
Charmain Diben,12/07/2019,"{'Python': 4, 'C#': 3, 'R': 2, 'SPSS': 4, 'C++': 7}",['Composure'],"['Stubborn', 'Critical']",Yes,Yes,Yes,Pass,Engineering
Hulda Bales,25/07/2019,"{'Python': 4, 'Java': 2, 'PHP': 2, 'C++': 1}",['Composure'],"['Distracted', 'Impatient']",No,Yes,Yes,Fail,Data
Bunny Barns,13/07/2019,"{'C#': 6, 'SPSS': 1}",['Perfectionism'],"['Critical', 'Indecisive', 'Procrastination']",Yes,Yes,Yes,Pass,Engineering
Malvina Whiteford,11/07/2019,"{'C#': 2, 'Java': 1, 'PHP': 4, 'C++': 4, 'JavaScript': 4}","['Organisation', 'Consistent', 'Determined']",['Selfish'],Yes,Yes,Yes,Pass,Data
Elsie Fursland,04/07/2019,"{'Java': 4, 'PHP': 2, 'C++': 6}","['Organisation', 'Passionate', 'Patient']","['Competitive', 'Conventional', 'Selfish']",Yes,Yes,Yes,Pass,Business
Ebeneser Handy,05/07/2019,"{'Python': 5, 'C#': 1, 'Java': 3, 'Ruby': 5, 'PHP': 1, 'JavaScript': 2}","['Determined', 'Ambitious']",['Overbearing'],Yes,Yes,Yes,Pass,Data
Marvin Gorger,19/07/2019,"{'Python': 3, 'Ruby': 5, 'R': 2, 'SPSS': 3, 'C++': 2, 'JavaScript': 1}",['Innovative'],"['Anxious', 'Introverted', 'Procrastination']",Yes,Yes,Yes,Pass,Business
Rosalinde Smallshaw,19/07/2019,"{'Ruby': 5, 'R': 4, 'C++': 4, 'JavaScript': 2}",['Critical Thinking'],"['Impatient', 'Passive']",Yes,Yes,Yes,Pass,Engineering
Rosalinda Frizzell,26/07/2019,"{'Python': 1, 'PHP': 1}","['Reliable', 'Organisation']","['Distracted', 'Conventional', 'Immature']",Yes,Yes,Yes,Fail,Business
Wade Friedenbach,04/07/2019,"{'Ruby': 4, 'SPSS': 1, 'PHP': 2}","['Problem Solving', 'Empathy']",['Indifferent'],Yes,Yes,Yes,Pass,Engineering
Guido Lassells,13/07/2019,"{'R': 5, 'PHP': 1, 'C++': 4}","['Innovative', 'Courteous', 'Consistent']","['Passive', 'Competitive']",Yes,Yes,Yes,Pass,Business
Shelden Sheraton,20/07/2019,"{'C#': 1, 'Ruby': 3, 'C++': 1}","['Reliable', 'Versatile', 'Determined']","['Selfish', 'Competitive']",No,Yes,Yes,Fail,Data
Kacey Smurthwaite,27/07/2019,"{'Java': 4, 'Ruby': 5, 'C++': 3}",['Rational'],['Indifferent'],Yes,Yes,Yes,Pass,Engineering
Audrye Walkingshaw,13/07/2019,"{'R': 2, 'SPSS': 1}","['Reliable', 'Critical Thinking']","['Distracted', 'Chatty']",Yes,Yes,Yes,Pass,Business
Selle Mckeowon,20/07/2019,"{'C#': 3, 'Java': 3, 'Ruby': 4, 'SPSS': 5, 'JavaScript': 8}","['Passionate', 'Creative']","['Distracted', 'Introverted']",Yes,Yes,Yes,Pass,Data
Bird Hatfield,20/07/2019,"{'C#': 1, 'Java': 6, 'Ruby': 6, 'PHP': 4}","['Curious', 'Ambitious']",['Chatty'],Yes,Yes,Yes,Pass,Engineering
Briant Pope,26/07/2019,"{'C#': 6, 'Ruby': 2, 'JavaScript': 7}","['Efficient', 'Competitive']","['Impatient', 'Controlling', 'Critical']",Yes,Yes,Yes,Fail,Data
Vladamir Waddams,04/07/2019,"{'Python': 2, 'C#': 1, 'JavaScript': 3}","['Organisation', 'Consistent', 'Ambitious']",['Sensitive'],Yes,Yes,Yes,Pass,Business
Jecho Rousel,05//07/2019,"{'Python': 2, 'Java': 3}",['Organisation'],"['Introverted', 'Impatient', 'Distracted']",Yes,Yes,Yes,Pass,Engineering
Ronda Budcock,04/07/2019,"{'Ruby': 2, 'JavaScript': 3}",['Ambitious'],['Controlling'],Yes,Yes,Yes,Pass,Business
Lexine Rapson,18/07/2019,"{'SPSS': 4, 'PHP': 4}","['Courteous', 'Creative', 'Versatile']","['Competitive', 'Selfish', 'Immature']",Yes,Yes,No,Fail,Business
Osbourne Witherdon,27/07/2019,"{'Python': 2, 'Java': 2}",['Organisation'],['Conventional'],Yes,Yes,Yes,Pass,Engineering
Cati Dumphries,18/07/2019,{'C#': 3},"['Consistent', 'Rational', 'Critical Thinking']","['Conventional', 'Controlling']",Yes,Yes,Yes,Pass,Data
Jayne Andriveau,11/07/2019,{'Ruby': 6},"['Curious', 'Empathy', 'Determined']","['Sensitive', 'Intolerant', 'Immature']",Yes,No,Yes,Fail,Business
Elliot Sarsfield,06/07/2019,"{'Python': 4, 'C#': 2, 'Java': 6, 'Ruby': 2, 'PHP': 4}",['Problem Solving'],"['Immature', 'Perfectionist', 'Introverted']",Yes,Yes,Yes,Pass,Engineering
Tate Coade,06/07/2019,"{'SPSS': 4, 'C++': 4, 'JavaScript': 3}","['Rational', 'Empathy', 'Critical Thinking']","['Impulsive', 'Introverted']",Yes,Yes,Yes,Fail,Data
Emeline Whistance,20/07/2019,"{'Java': 3, 'SPSS': 6, 'PHP': 5}","['Altruism', 'Innovative', 'Competitive']",['Distracted'],Yes,Yes,Yes,Pass,Data
Conrad Chadney,06/07/2019,"{'Java': 2, 'Ruby': 8, 'SPSS': 4}","['Listening', 'Altruism', 'Passionate']","['Impulsive', 'Intolerant', 'Procrastination']",No,Yes,Yes,Fail,Business
Staffard Load,13/07/2019,"{'Ruby': 3, 'R': 7, 'PHP': 3, 'JavaScript': 3}","['Composure', 'Perfectionism']",['Conventional'],Yes,Yes,Yes,Pass,Data
Fraser Hurnell,04/07/2019,"{'Python': 2, 'R': 2, 'JavaScript': 2}","['Innovative', 'Consistent']",['Distracted'],Yes,Yes,Yes,Pass,Business
Worthington Richford,11/07/2019,{'Java': 2},"['Charisma', 'Collaboration', 'Problem Solving']",['Passive'],Yes,Yes,Yes,Pass,Engineering
Robenia Landor,27/07/2019,"{'Python': 4, 'C#': 3, 'R': 4, 'SPSS': 2, 'C++': 4}","['Competitive', 'Versatile']",['Undisciplined'],Yes,Yes,Yes,Pass,Engineering
Claudio Handrick,05/07/2019,{'PHP': 1},"['Composure', 'Organisation']","['Undisciplined', 'Controlling']",Yes,Yes,Yes,Pass,Data
Nevil Rickerby,06/07/2019,"{'Python': 5, 'C#': 2}",['Determined'],"['Controlling', 'Overbearing', 'Intolerant']",Yes,Yes,Yes,Pass,Data
Prescott Alfuso,25/07/2019,"{'C#': 2, 'Java': 8, 'SPSS': 2, 'PHP': 1}","['Patient', 'Consistent']",['Intolerant'],Yes,Yes,Yes,Pass,Engineering
